AT,Tmax,Tmin,DPT,GF,SLP,SP,Evap,K,CUPE,runoff
17.52,21.57,13.76,14.19,17.21,1015.89,1013.65,-1.996,2.73,0,148.32812
18.85,24.38,14.6,15.31,18.99,1013.55,1011.33,-2.6519,4.36,3.8,135.28125
19.42,25.24,15.95,14.67,18.93,1012.07,1009.85,-2.6073,-16.53,3.32,122.765625
21.32,25.41,18.19,16.47,21.3,1011.74,1009.52,-2.9845,6.76,3.07,111.07031
18.63,20.28,16.76,17.13,18.14,1015.56,1013.33,-0.643,27.56,6.18,101.21094
17.98,19.51,15.93,15.25,18.3,1018.16,1015.91,-1.4422,26.02,11.7,93.46094
17.74,19.87,15.98,13.31,17.55,1017.12,1014.88,-1.3129,22.18,0.48,87.44531
16.14,19.15,12.39,13.05,15.02,1018.98,1016.73,-0.8766,-2.5,0.18,82.75781
16.06,22.12,12.43,11.96,16.31,1019.67,1017.42,-2.7686,4.68,0,78.5
17.7,24.48,13.26,12.43,16.97,1019.38,1017.14,-2.6809,-11.42,0,74.453125
19.9,25.86,16.21,13.68,18.78,1021.6,1019.35,-2.8364,3.48,0,70.47656
19.1,22.95,15.74,15.33,18.32,1021.74,1019.49,-1.8105,5.19,0.14,66.82031
18.81,23.56,15.83,14.84,18.16,1020.98,1018.73,-2.2585,5.37,0,63.664062
17.94,23.19,13.46,13.4,18.02,1020.91,1018.65,-2.6587,7.43,0.11,60.953125
16.96,22.25,12.39,11.53,16.42,1019.54,1017.28,-2.631,4.69,0,58.78125
18.79,23.3,14.89,13.84,18.23,1017.61,1015.37,-2.4423,-11.86,0.01,57.023438
17.74,19.73,16.52,15.25,17.18,1014.37,1012.13,-1.2797,16.73,1.38,55.882812
17.91,20.37,14.74,15.06,17.97,1015.55,1013.31,-0.924,24.51,8.45,55.304688
12.39,15,9.19,4.71,12.41,1027.39,1025.08,-2.0824,1.65,0.16,54.8125
10.22,14.33,7.75,1.15,10.53,1032.64,1030.29,-2.5136,-12.19,0.23,54.242188
8.85,13.87,4.48,1.38,8.98,1029.76,1027.42,-2.1123,-12.96,0,53.703125
10.26,15.17,6.77,1.71,9.34,1028.49,1026.18,-2.2244,-25.16,0,53.054688
11.67,16.86,6.38,3.71,10.74,1028.61,1026.31,-2.0187,-17.99,0,52.3125
11.39,18.12,6.59,4.32,10.22,1028.18,1025.89,-1.9316,-8.01,0,51.6875
13.02,19.32,8.78,4.49,11.34,1025.76,1023.49,-1.9305,-13.9,0,51.117188
14.57,19.72,9.93,6.08,14.13,1025.02,1022.75,-1.7995,4.98,0,50.515625
10.84,14.29,7.55,6.35,10.56,1028.1,1025.79,-1.1966,12.75,0,50.09375
11.58,16.42,6.74,6.2,11.63,1026.25,1023.95,-1.5574,-0.83,0.18,49.726562
12.41,18.34,8.2,6.93,11.93,1024.56,1022.29,-1.6177,-22.17,0,49.289062
12.89,19.61,8.62,7.31,11.96,1022.06,1019.79,-1.6161,-14.3,0,48.84375
13.65,20.13,7.79,8.8,12.08,1019.62,1017.37,-1.4796,-13.54,0,48.367188
15.31,21.97,10.66,6.65,13.95,1019.63,1017.37,-1.9904,-9.08,0,47.742188
11.1,17.74,5.42,1.47,9.62,1024.6,1022.32,-2.0344,-10.56,0,47.109375
13.66,19.53,8.67,2.49,12.33,1020.24,1017.97,-2.1247,0.41,0,46.398438
15.78,23.09,11.84,7.96,14.32,1017.48,1015.23,-1.69,15.48,14.66,45.648438
12.92,19.59,6.99,1.23,10.14,1020.05,1017.78,-1.6377,-7.89,0.72,45.078125
13.95,20.24,9.15,1.78,12.41,1019.85,1017.58,-2.0292,-16.99,0,44.476562
15.65,21.54,11.72,7.59,15.35,1023.93,1021.65,-1.4871,12.95,0.34,43.890625
11.09,14.81,8.12,7.32,11.23,1030.95,1028.63,-1.5167,19.16,6.18,43.726562
8.84,12.08,7.1,3.57,8.38,1030.24,1027.91,-0.9814,2.58,0.99,44.09375
9.56,12.19,7.06,5.75,10.72,1025.24,1022.92,-0.9553,-15.63,7.33,44.914062
8.31,13.79,4.59,3.91,8.4,1024.73,1022.42,-1.2222,-22.14,0.32,46.039062
10.82,17.17,6.52,6.69,10,1021.39,1019.1,-1.2131,-14.24,0,46.765625
10.83,17.94,6.3,5.61,9.79,1017.27,1015,-1.3244,-6.1,0,46.679688
13.79,20.18,9.39,7.55,12.39,1013.67,1011.41,-1.3865,-14.59,0,45.9375
13.19,18.19,6.41,4.66,12.68,1014.41,1012.14,-1.2634,-0.66,0.01,44.984375
8.27,13.31,4.53,-0.55,7.93,1021.42,1019.1,-1.5114,-32.39,0,44.023438
8.16,13.73,3.95,1.73,7.68,1021.25,1018.94,-1.1729,-20.82,0,43.1875
9.25,13.8,5.46,4.12,8.66,1023.75,1021.44,-0.7902,-6.36,0,42.625
7.83,13.86,3.91,0.97,7.49,1024.89,1022.56,-1.1643,-7.3,0,42.148438
10.51,16.5,5.87,1.98,9.65,1019.17,1016.88,-1.316,-1.82,0,41.601562
11.67,16.99,7.98,2.72,11.48,1022.75,1020.44,-1.3146,4.29,0,40.984375
10.07,15.47,6.02,5.18,9.06,1022.94,1020.64,-0.922,2.42,0,40.4375
11.65,18.64,6.2,7,9.9,1020.23,1017.96,-0.9045,-23.79,0.03,39.96875
10.95,19.45,5.64,5.39,9.41,1018.8,1016.53,-1.0275,-18.73,0.02,39.515625
13.38,19.95,7.16,6.48,12.03,1016.14,1013.88,-1.1406,-11.87,0,39.023438
12.16,19.67,3.83,0.16,10.34,1021.26,1018.96,-1.4772,-16.74,0,38.492188
7.98,13.5,4.88,-4.45,7.45,1023.59,1021.27,-1.317,-25.84,0,38
11.08,19.12,6.02,1.04,9.49,1015.8,1013.53,-1.2829,-22.49,0,37.484375
14.12,21.41,7.91,5.98,12.27,1016.56,1014.3,-1.0632,11.51,0.03,36.992188
5.94,9.59,0.98,-2.69,5.2,1028.07,1025.7,-1.1132,-18.66,0.34,36.578125
4.89,9.32,1.28,-7,4.37,1020.15,1017.8,-1.1768,-22.32,0,36.179688
6.63,13.93,1.67,-4.34,5.2,1017.55,1015.23,-1.0984,-11.03,0,35.867188
8.89,14.67,2.69,-2.09,8.3,1014.21,1011.92,-1.0596,-9.89,0,35.46875
11.74,19.15,5.5,-1.8,9.85,1014.96,1012.68,-1.2232,-19.09,0,35.0625
8.68,12.01,5.48,-0.51,8.44,1019.89,1017.56,-1.0093,-11.43,0.02,34.617188
8.81,9.27,7.61,7.36,7.9,1014.06,1011.75,-0.8956,21.83,4.54,35.40625
7.03,10.06,2.36,6.18,6.76,1020.02,1017.67,-0.7741,19.47,4.97,37.921875
1.43,2.73,-0.16,-2.33,2.47,1030.52,1028.11,-0.7974,-3.65,1.73,41.953125
-1.69,0.06,-4.04,-9.84,-1.38,1031.79,1029.35,-0.8501,-30.36,0.01,47.734375
-0.79,1.85,-2.9,-8.41,-1.2,1023.51,1021.1,-1.0316,-35.92,0,53.21875
3.04,8.33,-0.97,-2.16,1.59,1020.59,1018.22,-0.8459,-32.69,0,55.757812
5.95,11.9,0.49,-1.54,4.65,1018.13,1015.81,-1.0368,-35.98,0,54.742188
7.28,14.93,0.14,-0.2,4.62,1019.86,1017.54,-0.9289,-18.66,1.76,51.648438
6.29,12.84,1.33,0.34,4.5,1017.71,1015.39,-0.8989,-26.5,0,47.960938
7.39,14.34,2.63,0.45,5.43,1015.66,1013.37,-1.0303,-22.31,0,44.476562
8.22,16.95,2,1.22,5.83,1017.96,1015.68,-0.9683,-13.08,0,41.585938
6.82,13.68,0.68,0.76,7.29,1025.38,1023.03,-1.0743,-4.14,0,39.203125
-0.77,1.91,-3.38,-7.18,0.34,1031.54,1029.1,-0.9609,-20.31,0.01,37.421875
-1.03,1.47,-3.49,-9.88,-0.67,1026.15,1023.73,-0.8523,-12.95,0.45,36.210938
1.96,6.28,-1.75,-5.29,1.23,1019.58,1017.21,-0.9062,-18.42,0,35.273438
6.37,12.23,0.79,-0.51,5.12,1016.38,1014.06,-0.8902,-13.62,0,34.515625
4.26,9.86,0.02,-8.08,3.14,1021.81,1019.46,-1.1177,-19.43,0,33.9375
5.65,11.67,-1.24,-9.56,4.73,1023.14,1020.77,-1.2064,-18.86,0.02,33.421875
-0.29,4.12,-4.51,-18.37,-1.09,1026.87,1024.44,-1.2436,-47.06,0,32.859375
-2.26,1.62,-4.92,-18.21,-2.45,1028.85,1026.4,-0.9863,-46.01,0,32.328125
-1.09,2.12,-4.82,-11.39,-0.7,1032.08,1029.64,-0.7759,-37.78,0,31.867188
0.27,2.95,-2.4,-5.44,0.94,1030.69,1028.26,-0.5459,-6.92,0.05,31.476562
-0.9,2.3,-3.74,-6.25,-1.36,1030.37,1027.95,-0.5224,-20.16,0.11,31.203125
1.31,4.38,-3.44,-7.91,0.5,1027.29,1024.89,-0.6739,-10.93,1.59,30.984375
0.54,3.98,-3.8,-8.07,-0.13,1030.16,1027.75,-0.6157,-18.84,0.12,30.78125
-2.8,1.66,-6.58,-12.76,-2.74,1035.91,1033.46,-0.781,-49.96,0,30.5625
-2.36,3.12,-6.63,-10.72,-1.98,1030.85,1028.43,-0.6189,-53.5,0,30.359375
0.62,6.34,-5.49,-8.55,-0.07,1027.73,1025.34,-0.6646,-38.41,0,30.125
-1.79,3.4,-6.16,-12.18,-1.88,1033.7,1031.26,-0.7629,-39.47,0,29.8125
-3.06,1.35,-6.12,-13.9,-2.68,1028.45,1026.02,-0.6589,-34.42,0,29.5
-0.74,4.88,-6.3,-13.01,-1.71,1025.12,1022.72,-0.7925,-33.6,0,29.15625
-0.94,4.15,-5.49,-12.41,-0.98,1026.67,1024.27,-0.6932,-25.65,0,28.78125
2.31,6.48,-2.8,-7.9,2.36,1024.58,1022.2,-0.6673,-28.89,0,28.390625
3.31,8.44,-1.92,-4.21,2.82,1028.86,1026.47,-0.5159,-11.26,0.04,27.984375
-3.43,1.65,-8.28,-15,-3.04,1036.64,1034.17,-0.7773,-47.09,0,27.609375
-4.51,-0.16,-7.84,-15.18,-3.57,1036.18,1033.71,-0.5618,-54.39,0,27.296875
-1.12,1.05,-6.01,-11.65,-0.33,1033.42,1030.99,-0.5413,-28.19,0.24,26.953125
-2.37,-1.12,-3.75,-5.5,-1.82,1032.05,1029.6,-0.3429,-1.68,0.25,26.71875
0.2,1.97,-2.68,-4.39,0.67,1030.3,1027.88,-0.4427,-2.94,0.18,26.515625
-0.77,1.23,-3.37,-4.06,-1.56,1029.58,1027.15,-0.3538,-1.84,0.2,26.375
0.03,4.05,-4.59,-5.76,-1.69,1029.77,1027.36,-0.5246,-12.29,0,26.265625
2.12,5.89,-2.9,-5.83,1.35,1028.21,1025.82,-0.6451,-13.53,0,26.125
1.72,6.8,-4.06,-6.52,1.66,1031.48,1029.08,-0.841,-29.12,0,25.96875
-0.45,3.73,-4.08,-11.75,-0.27,1033.43,1031,-0.8347,-37.24,0,25.796875
1.85,6.28,-2.76,-8.24,1.7,1033.37,1030.96,-0.7997,-23.59,0,25.625
2.31,5.89,-0.76,-5.68,2.98,1036.41,1033.99,-0.86,-13.02,0.02,25.359375
0.94,3,-0.64,-2.8,1.3,1036.32,1033.89,-0.4784,-1.54,0.08,25.203125
0.43,2.54,-2.17,-3.79,0.45,1035.69,1033.27,-0.4446,-6.98,3.94,25.140625
-1.39,3.39,-5.28,-8.49,-1.3,1036.28,1033.84,-0.7174,-37.34,0.01,25.046875
-1.68,3.41,-5.38,-13.31,-1.73,1035.93,1033.51,-0.7787,-35.5,0,24.953125
1.79,7.13,-4.54,-10.96,0.58,1030.35,1027.97,-0.839,-38.66,0,24.796875
2.65,8.87,-2.68,-8.33,1.75,1025.07,1022.71,-1.009,-25.02,0,24.5625
3.65,11.68,-1.99,-5.49,2.72,1023.26,1020.93,-1.0019,-22.61,0,24.28125
5.05,13.84,-1.11,-4.43,3.94,1020.46,1018.15,-1.0057,-11.64,0,24
6.22,14.3,-0.72,-2.61,5.29,1020.48,1018.17,-1.0041,-8.28,0,23.78125
8.2,15.04,-0.09,-0.89,7.48,1017.58,1015.28,-1.1236,-18.82,0,23.5
9.1,16.92,2.74,-0.57,8.52,1018.04,1015.73,-1.213,-25.56,0,23.140625
8.96,13.17,3.57,3.43,8.55,1009.68,1007.4,-0.5376,24.95,5.68,22.875
8.18,11.86,4.93,3.36,9.02,1013.6,1011.29,-0.8125,8.66,18.46,22.59375
2.3,5.25,-0.26,-0.11,2.13,1021.41,1019.03,-1.3573,4.18,16.59,22.71875
-0.19,1.48,-3.56,-2.99,-0.22,1026.11,1023.7,-0.5569,-10.91,0.23,23.46875
1.83,4.49,-1.99,-4.07,1.82,1029.68,1027.27,-0.9668,-31.77,0.41,24.5
0.45,2.65,-1.85,-7.33,1.89,1029.03,1026.61,-0.9949,-24.03,0.28,25.9375
1.03,3.33,-1.24,-3.81,1.33,1027.71,1025.29,-0.7127,-4.59,5.03,27.46875
-1.63,1.59,-5.05,-6.46,-0.63,1032.04,1029.6,-0.7328,-40.18,2.97,28.5
2.34,4.56,-3.59,-6.49,3.47,1027.79,1025.39,-1.0699,-30.44,0.01,28.4375
2.06,3.25,0.38,0.21,2.26,1022.11,1019.72,-0.5916,-3.12,1.99,27.8125
1.32,5.17,-2.66,-1.73,1.14,1024.21,1021.83,-0.5437,-21.87,0.03,27.03125
3.22,6.44,-0.06,-2,3.59,1025.82,1023.43,-0.8227,-29.4,0,26.09375
3.94,8.53,-0.43,-2.2,3.82,1025.43,1023.07,-1.031,-17.4,0,25.15625
4.46,10.14,-1.06,-1.82,4.39,1025.94,1023.58,-1.1848,-7.13,0,24.28125
6.01,11.53,0.57,-2.81,5.59,1023.94,1021.6,-1.3916,-22.49,0,23.5
7.83,14.07,3.03,2.88,7.41,1020.73,1018.41,-1.169,-3.82,0.02,22.78125
10.27,17.03,4.64,3.64,9.69,1017.61,1015.32,-1.4117,-4.24,0,22.09375
13.27,21,7.01,5.37,13.1,1018.07,1015.79,-1.6926,-6.95,0.02,21.375
7.93,12.42,4.9,1.28,8.23,1024.08,1021.73,-1.3985,10.46,0.85,20.71875
8.43,9.85,5.77,6.41,8.74,1017.25,1014.93,-0.8351,32.97,44.57,20.6875
4.52,6.11,2.7,3.18,4.86,1020.33,1017.96,-0.9022,22.66,20.87,21.5625
2.47,5.04,0.24,0.1,3.47,1023.58,1021.19,-1.3146,7.97,8.14,23.3125
1.13,4.13,-1.32,-2.57,0.78,1027.08,1024.68,-1.2539,-16.77,0.16,26.15625
4.7,8.11,0.54,-1.84,4.04,1026.64,1024.27,-1.6506,-16.7,0,29.75
5.58,10.17,1.16,-1.79,5.51,1027.31,1024.95,-1.6198,-18.85,3.84,33.03125
5.66,10.1,2.24,-2.62,5.91,1025.14,1022.78,-1.9534,-29.13,0,34.6875
7.83,10.16,3.96,2.73,9.38,1019.04,1016.72,-1.0863,10.88,6.41,34.46875
6.24,8.63,1.48,3.07,5.17,1022.27,1019.93,-0.8797,-0.44,0.71,33.1875
6.4,11.81,2.58,-3.34,6.21,1024.12,1021.79,-2.1608,-6.68,0,31.21875
9.93,17.14,4.83,1.81,8.9,1022.87,1020.57,-2.0779,15.3,0.38,29.03125
7.37,13.24,0.76,-2.23,5.64,1029.38,1027.05,-1.8662,-18.89,0.55,27.125
8.37,14.78,2.24,-3.1,7.27,1025.55,1023.24,-2.1854,-23.17,0,25.5
11.26,16.73,6.34,-0.82,10.1,1019.84,1017.55,-2.1755,-1.48,0,24.0625
13.33,20.29,7.78,4.52,12.14,1016.27,1014.01,-2.2903,-8.08,0,22.75
15.9,21.03,10.25,8.47,15.26,1013.41,1011.15,-2.2628,7.21,3.82,21.59375
9.44,15.31,5.76,1.21,10.67,1025.21,1022.88,-2.1823,9.1,4.43,20.65625
6.91,11.36,1.16,-4.26,6.7,1028.92,1026.57,-2.2527,-23.2,0.02,19.96875
8.07,14.05,2.34,-4.81,6.67,1026.62,1024.29,-2.2839,-21.8,0,19.4375
11.9,17.17,6.65,-4.16,11.76,1023.33,1021.03,-2.6442,-29.93,0,18.9375
13.33,18.34,9.59,4.61,12.25,1018.23,1015.95,-1.6696,-5.7,0,18.59375
11.71,13.95,9.53,9.27,10.87,1013.23,1010.95,-0.5878,23.77,7.86,18.6875
8.02,10.67,5.5,5.91,8.18,1016.32,1014,-1.5707,16.7,2.38,19.375
5.06,6.28,3.32,3.23,4.98,1025.68,1023.31,-1.1166,5.85,2.1,21.53125
7.02,10.56,3.14,-1.77,6.7,1029.92,1027.58,-2.5563,-15.44,0,25.34375
9.57,13.47,5.61,-0.95,9.55,1026.61,1024.28,-2.7881,-11.92,0,31.625
9.08,13.31,2.53,-2.55,8.34,1028.39,1026.04,-3.0261,-24.45,0,40.46875
8.81,12.82,5.47,-3.26,8.91,1030.44,1028.1,-2.8053,-20.91,0,47.9375
10.15,15.22,4.96,-2.49,9.64,1027.72,1025.41,-2.851,-0.21,0.07,50.78125
12.58,18.21,7.21,-0.98,10.02,1024.84,1022.55,-2.8362,9.38,3.64,49.375
12.26,18.38,7.71,0.3,10.93,1024.55,1022.25,-3.1404,-0.78,0.46,45.5
9.93,14.88,4.87,-0.08,9.36,1027.47,1025.14,-2.694,-29.77,0,40.84375
11.77,17.4,6.6,-0.05,11.16,1022.64,1020.34,-2.7703,-37.03,0,36.15625
15.62,21.82,9.74,5.72,15.23,1017.76,1015.5,-2.7722,-4.27,0,31.96875
16.46,23.4,10.6,8.71,17.34,1017.28,1015.01,-2.7547,20.06,10.1,28.59375
7.38,10.81,4.41,2.75,8.7,1023.12,1020.77,-2.3583,18.64,8.62,26.3125
8.02,11.4,2.79,-0.36,8.65,1024.54,1022.2,-2.3885,-23.62,0,24.9375
9.97,15.6,3.56,-1.63,10.16,1025.55,1023.22,-2.849,-49.31,0,24.15625
12.06,16.54,7.9,3.05,12.81,1022.67,1020.36,-2.5054,-46.19,0,23.78125
10.42,10.99,9.7,8.4,10.11,1018.66,1016.36,-0.4462,20.12,0.47,24.3125
10.96,13.18,8.66,8.71,10.54,1020.43,1018.14,-0.8556,12.51,0.73,25.5
15.19,19.78,9.51,8.66,13.72,1021.75,1019.49,-2.4168,10.33,1.17,26.5625
17.11,22.82,11.67,8.55,16.06,1018.9,1016.65,-3.1815,3.92,0,27.40625
16.76,25.56,8.17,8.31,17.16,1019.38,1017.11,-3.4422,-2,0.33,28.03125
13.42,17.54,8.75,1.34,13.66,1022.92,1020.63,-3.156,-51.65,0,28.15625
15.94,20.89,11.9,1.45,15.36,1017.72,1015.46,-3.4527,-17.83,0.99,27.6875
17.85,22.72,13.07,11.93,18.12,1013.49,1011.26,-2.4527,6.66,0.69,27
21.42,26.62,16.99,16.22,20.53,1007.41,1005.21,-2.0497,12.15,97.87,26.3125
21.07,28.45,12.84,10.9,22.27,1009.85,1007.62,-3.5249,19.02,177.14,25.53125
14.38,20.09,8.39,0.58,15.18,1015.38,1013.11,-3.2759,-17.89,0,24.8125
17.93,24.16,11.86,5.34,18.27,1010.66,1008.42,-3.1613,6.26,0.1,24.375
14.25,19.96,7.14,-1.3,14.32,1017.26,1014.98,-3.1782,-16.81,0,24.03125
14.33,19.22,9.72,3.24,15.11,1019.62,1017.35,-2.4595,-16.3,0,23.8125
19.14,24.58,14.21,5.84,19.48,1012.99,1010.76,-2.6951,-10.64,0.03,23.5625
17.52,19.59,14.5,11.87,17.17,1010.15,1007.92,-0.9713,22.58,1.79,23.84375
14.71,19.21,9.73,8.16,15.24,1015.67,1013.41,-2.3603,4.64,0.67,24.21875
18.18,25.91,11.26,7.88,18.21,1012.48,1010.23,-2.8557,14.96,3.48,24.375
17.17,22.35,12.88,4.85,17.91,1013.09,1010.85,-2.7863,9.1,0.22,24.53125
24.9,30.87,17.46,10.13,24.43,1003.18,1000.99,-3.3731,6.72,28.1,24.15625
23.6,30.38,16.06,10.66,22.49,1003.45,1001.25,-3.2474,20.77,5.95,23.65625
17.95,23.97,11.32,6.59,18.34,1011.07,1008.83,-2.7412,3.09,12.19,23.5
19.91,25.23,15.14,7.44,21.24,1008.47,1006.25,-2.8676,14.69,8.35,23.3125
28.48,33.24,20.16,15.04,28.65,1001.79,999.62,-3.3648,22.88,599.65,22.65625
24.77,30.87,18.92,17.42,23.75,1005.18,1002.98,-2.219,18.26,417.39,22.40625
21.53,26.69,16.32,4.08,22.52,1013.42,1011.19,-3.6412,-13.21,0,22.46875
19.09,24.86,12.58,7.03,20.24,1012.93,1010.69,-3.411,14.77,0.42,22.53125
17.33,22.03,13.33,10.43,18.17,1015.71,1013.46,-2.6835,-11.55,0,22.84375
17.47,23.01,12.61,8.89,18.07,1012.41,1010.16,-2.7585,-1.9,0,23.28125
20.28,24.75,15.93,12.55,21.44,1007.43,1005.22,-2.7132,1.4,0,23.59375
24.09,29.57,20.12,15.03,24.25,1003.98,1001.79,-2.9582,10.41,315.19,23.78125
27.65,32.65,23.12,19.04,27.61,1004.83,1002.65,-2.5742,25.94,905.25,23.90625
28.69,33.92,23.6,20,29.38,1004.2,1002.02,-2.8508,31.95,834.07,23.875
28.17,33.26,24.09,19.41,28.49,1002.43,1000.25,-2.8014,35.34,162.66,23.71875
24.54,32.97,15.23,19.83,25.86,1000.59,998.4,-3.3124,36.87,210.27,24.46875
16.94,18.84,15.04,14.27,18.01,1008.07,1005.84,-1.8693,23.77,3.98,26.625
20.68,25.88,14.83,12.66,20.07,1012.16,1009.94,-4.0176,-5.34,2.43,29.3125
21.95,27.05,18.2,9.02,21.19,1013.83,1011.62,-4.7866,-18.21,0,32.34375
20.71,26.12,14.61,9.92,20.09,1014.98,1012.76,-4.448,-11.09,0,35.125
22.99,27.8,17.69,11.83,22.16,1013.69,1011.47,-3.7107,-1.08,0,36.5625
23.28,28.09,17.11,12.66,22.62,1012.42,1010.21,-3.8447,17.99,21.41,36.5625
25.38,30.08,21.22,13.58,25.49,1006.36,1004.17,-4.4459,9.83,81.95,35.28125
27.38,32.69,22.17,13.09,26.57,1003.98,1001.81,-4.4766,22.93,1.34,33.28125
27.84,34.44,22.11,16.77,27.91,1005.55,1003.38,-3.8603,20.76,123.81,31.4375
25.76,34.01,17.94,17.19,27.41,1007.26,1005.06,-3.8682,23.93,527.86,29.875
18.16,21.52,15.93,10.1,19.39,1013.47,1011.23,-2.7997,21.09,129.3,28.78125
13.7,18.49,10.42,8.77,14.73,1014.34,1012.06,-2.7762,18.7,4.26,29.40625
15.01,17.44,12.09,11.09,15.08,1016.19,1013.93,-1.6027,6.06,1.42,31.53125
19.87,24.96,15.77,9.02,19.66,1014.45,1012.21,-3.8132,6.68,5.01,33.625
17.94,20.9,14.98,11.8,17.61,1012.1,1009.86,-1.5052,18.67,4.6,36.34375
18.76,21.43,14.95,14.78,18.46,1012.72,1010.49,-1.73,7.98,2.06,38.90625
19.86,24.47,15.33,13.77,19.83,1012.47,1010.24,-2.6843,3.62,0.78,40
20.41,25.45,14.54,13.41,20.37,1012.48,1010.25,-3.6793,-18.41,0,39.5
23.15,27.74,19.7,11.68,23.07,1012.42,1010.21,-3.727,-45.26,0,38
24.5,28.78,21.47,15.15,23.21,1006.77,1004.57,-2.0301,20.22,1.84,36.46875
20.05,23.05,16.11,16.37,19.4,1006.68,1004.47,-0.8611,11.81,23.71,35.40625
24.61,30.95,18.85,14.99,24.68,1008.71,1006.51,-3.6554,5.87,1.22,34.15625
25.1,30.54,19.36,14.3,24.78,1009.16,1006.96,-3.2136,-1.68,0,32.90625
26.98,32.26,22.17,16.36,27.45,1005.76,1003.58,-3.404,7.32,2.21,31.78125
24.14,28.16,21.46,17.7,25.16,1004.72,1002.52,-2.7322,19.13,0.05,30.71875
24.34,28.35,20.48,18.75,24.83,1006.95,1004.75,-2.1427,16,0.38,29.96875
21.75,25.35,19.45,16.92,22.31,1004.15,1001.94,-1.7725,22.19,1.07,29.6875
23.92,28.21,20.51,18.61,24.49,1002.46,1000.27,-2.2618,12.69,101.23,29.65625
29.67,34.88,24.59,20.92,29.42,1001.33,999.16,-3.315,12.28,962.4,29.375
28.24,36.29,22.65,20.85,30.97,1001.06,998.89,-3.4079,26.34,780.48,30.4375
22.53,23.71,20.6,21.22,23.16,1001.01,998.81,-1.6311,31.95,160.52,52.78125
23.24,25.96,20.44,19.76,23.58,1004.69,1002.49,-2.8004,14.15,2.53,135.65625
26.49,30.44,23.21,21.32,26.82,1005.55,1003.36,-4.3645,27.25,297.17,209.34375
25.05,29.3,22.07,21.25,25.54,1006.58,1004.38,-3.983,27.06,404.57,211.90625
20.75,23.45,19.49,18.15,21.25,1005.17,1002.96,-2.5645,23.4,30.26,184.53125
21.19,22.72,19.59,18.02,20.85,1004.68,1002.47,-1.9467,24.55,5.43,164.8125
23.32,25.74,21.74,19.33,22.87,1006.5,1004.29,-2.4611,10.6,9.77,156.84375
22.56,23.25,21.77,21.64,22.82,1005.44,1003.24,-1.6211,39.4,248.01,202
20.63,21.4,19.74,18.88,20.12,1005.26,1003.05,-1.6983,28.29,7.83,417.96875
22.4,25.42,18.84,18.78,22.55,1007.41,1005.2,-4.1336,5.4,1.78,562.75
24.62,27.97,22.01,19.71,24.25,1006.9,1004.7,-4.7081,14.73,20.88,526.96875
23.8,25.44,21,22.57,23.88,1004.28,1002.08,-1.4367,37.83,285.96,445.53125
28.26,32.48,25.45,24.78,27.74,1000.44,998.27,-3.889,36,1659.32,422.15625
29.51,34.29,25.81,24.23,28.22,999.16,997,-4.1923,37.32,974.56,416.5625
24.26,28.93,21.9,22.12,23.62,1003.09,1000.89,-3.0789,37.23,381.23,493.84375
20.87,21.82,20.1,19.03,19.55,1001.38,999.18,-2.9809,32.55,53.35,876.0625
24.26,27.38,21.14,17.75,22.73,1001.08,998.9,-5.2479,0.39,3.66,1146.0938
27.06,30.82,23.76,20.07,25.6,1003.02,1000.84,-5.3801,12.5,15.21,1093.625
27.95,32.62,24.95,24.37,27.56,1002.58,1000.4,-3.3737,33.55,2147.35,932.40625
27.69,31.43,25.61,24.64,27.18,1004.02,1001.84,-3.5662,35.95,1299.74,787.1875
28.03,30.54,26.39,23.69,27.27,1005.18,1003,-4.3945,36.36,551.93,679.78125
29.36,32.02,26.95,24.38,28.05,1003.23,1001.05,-4.3968,38.79,691.66,602.5
31.88,35.41,29.01,24.07,29.49,999.87,997.71,-6.5469,29.66,755.56,537.5
31.25,34.8,28.59,24.46,29.35,1000.95,998.78,-5.7593,34.41,613.42,476.8125
27.47,30.84,25.61,24.66,28.04,1003.98,1001.8,-3.1532,38.95,1161.84,422.40625
28.33,31.3,26.79,25.87,28.04,1000.27,998.1,-2.7654,39.88,1533.63,384.21875
30.8,33.83,28.32,25.83,29.91,996.95,994.8,-4.3871,33.02,2360.85,369.65625
28.44,32.14,24.55,23.94,27.88,1000.23,998.06,-5.2026,34.07,415.96,352.625
24.41,27.53,22.37,21.66,23.87,1003.69,1001.5,-2.3024,7.66,3.02,322.03125
28.31,32.37,23.38,23.03,27.4,1005.35,1003.16,-5.5105,10.15,312,302.1875
28.35,31.12,26.57,24.79,27.94,1004.58,1002.4,-4.0917,37.79,1600.62,287.4375
26.25,30.34,24.5,23.77,26.42,1004.44,1002.26,-3.0411,38.43,1164.69,275.09375
25.94,28.36,24.43,24.03,25.28,1004.04,1001.85,-2.3508,36.66,301.99,270.51562
24.69,26.65,20.82,22.89,24.47,1005.04,1002.84,-2.4645,36.17,188.25,298.98438
23.01,25.39,21.33,20.09,22.66,1006.5,1004.3,-4.0091,30.93,12.66,419.85938
23.53,25.06,22.48,21.41,22.96,1006.12,1003.91,-3.0769,36.66,98.65,532.4844
24.5,26.3,23.15,22.88,24.89,1002.63,1000.44,-1.6687,38.55,347.54,545.4375
25.58,27.13,23.47,23.93,25.77,999.76,997.59,-1.8062,38.13,717.96,539.0156
