AT,Tmax,Tmin,GF,DPT,RH,Evap,PET,LCC,K,runoff
15.71,22.63,9.5,15.27,-1.68,30.3,-1.8153,-5.191,0,8.26,250.625
19.48,26.93,13.08,18.98,4.55,37.32,-1.6693,-5.318,0,13.05,247.53125
22.57,29.98,16.57,22.17,6.65,35.72,-1.531,-5.988,0,6.46,220.5625
24.23,30.73,18,24.05,5.16,29.16,-1.1634,-7.482,0,-0.52,189.46875
18.67,26.56,13.55,20.67,12.37,66.75,-0.912,-4.916,0.04,25.64,161.9375
18.69,23,14.41,20.9,11.97,64.95,-0.9387,-3.078,0.25,23.82,145.40625
16.14,21.57,12.07,19.32,8.62,60.99,-0.9359,-3.82,0.38,25.56,141.28125
16.4,20.4,11.54,17.33,6.45,51.72,-0.6938,-3.115,0.39,20.72,134.09375
14.26,18.39,9.81,15.3,4.05,50.25,-0.6599,-3.61,0,14.71,129.625
15.84,22.45,9.28,17.68,1.54,37.97,-0.9716,-4.609,0.01,1.25,128.375
19.5,26.58,11.94,19.69,-1.18,24.74,-1.0269,-5.328,0,10.67,125.8125
21.89,28.71,14.07,22.78,-0.09,23.13,-1.0838,-6.371,0,12.66,121.5
21.45,28.2,14.17,22.97,2.66,28.95,-0.6982,-6.277,0,17.13,116.875
22.5,29.69,16.12,24.36,-1.69,19.81,-0.5516,-6.364,0,12.1,113
22.48,27.77,16.26,24.01,-3.63,17.18,-0.4884,-5.613,0,13.02,109.96875
16.62,22.52,9.93,19.23,-1.57,28.82,-0.437,-6.785,0,8.78,107.71875
14.53,21.1,6.58,17.32,-7.64,20.84,-0.4271,-5.711,0,-13.8,106.25
19.95,26.54,12.42,22.73,-7.21,15.28,-0.5886,-6.613,0,-14.51,105.15625
23.37,29.11,17.98,25.25,8.86,39.56,-0.538,-6.295,0,20.75,104.125
19.43,23.16,15.58,22.01,8.1,47.86,-0.3536,-4.572,0.01,16.09,103.25
16.3,21.19,11.09,16.58,3.13,41.27,-0.2893,-4.116,0,5.38,102.5625
18.51,24.55,11.86,22.35,3.32,36.4,-0.6511,-5.562,0,13.08,101.9375
19.19,25.16,13.04,22.06,3.64,35.65,-0.6353,-6.478,0,6.56,101.25
19.66,24.26,15.57,20.67,5.75,40.14,-0.4862,-5.253,0.03,18,100.46875
16.47,21.72,13.27,19.02,8.9,60.89,-0.933,-3.016,0.43,22.16,99.78125
16.57,21.07,11.1,16.39,9.05,61.09,-1.0772,-3.134,0.22,12.66,105.34375
20.85,29.11,12.63,20.39,0.71,26.11,-2.1241,-7.238,0,5.32,125.65625
25.75,34.23,17.67,25.67,6.61,29.44,-2.1727,-7.584,0,10.4,147.09375
26.64,32.75,20.36,27.24,9.83,34.75,-1.4836,-7.418,0,10.68,163.5625
24.76,31.23,18.71,26.87,13.02,48.01,-1.1914,-6.324,0,26.38,164.46875
26.85,32.88,21.14,30.3,11.2,37.61,-1.4006,-6.422,0,24.92,152.1875
22.95,29.17,16.47,24.81,6.38,34.27,-0.7239,-5.309,0,13.67,137.34375
25.51,32.18,18.73,29.54,7.53,31.79,-1.2663,-6.932,0.14,20.8,124.84375
17.35,20.21,15.31,18.16,14.15,81.48,-2.2575,-2.084,0.96,28.09,116.28125
16.49,19.5,14.61,16.83,13.1,80.37,-1.5552,-1.714,0.98,27.3,117.5625
13.57,15.8,10.55,12.92,9.18,74.77,-1.4649,-0.972,0.61,11.1,159
15.37,21.18,7.51,14.9,-2.45,29.25,-3.4805,-6.526,0,-22.82,275.15625
19.32,25.98,12.6,19.51,2.2,31.93,-3.5477,-6.499,0,-17.96,372.5
22.22,28.08,17.07,23.18,9.62,44.64,-3.0313,-5.753,0,16.59,399.6875
24.67,30.84,17.18,25.03,9.06,37.1,-3.1757,-6.277,0,13.28,379.125
17.35,20.08,13.99,15.57,2.34,36.51,-1.5589,-4.711,0,-8.28,339.46875
21.12,28.07,12.63,21.95,-0.52,23.49,-2.8324,-6.529,0,0.67,297.8125
22.87,29.47,15.45,24,1.65,24.69,-2.5136,-6.483,0,10.18,259.28125
21.95,28.79,14.23,22.87,-2.42,19.42,-1.9972,-7.27,0,-9.7,225.4375
22.75,29.23,14.6,25.14,3.19,27.75,-1.8659,-6.647,0,9.17,197.09375
23.6,29.76,15.86,26.04,4.01,27.94,-1.6461,-7.029,0,15.35,174.03125
22.86,27.69,17.67,24.85,5.56,32.55,-1.181,-7.087,0,11.3,156.21875
23.36,29.01,18.29,26.95,4.91,30.19,-1.6116,-7.313,0,15.35,143.1875
21.03,26.43,13.52,22.19,0.45,25.34,-0.9413,-5.347,0,3.35,134.65625
23.17,30.39,15.91,25.95,-2.53,17.88,-2.0348,-7.523,0,7.37,129.65625
25.61,32.56,18.24,27.31,0.74,19.62,-1.8339,-8.341,0,6.84,126.71875
26.67,33.57,21.29,29.43,2.19,20.46,-1.7443,-8.572,0,15.06,124.625
24.1,28.98,17.05,26.09,3.69,26.52,-1.4696,-6.585,0,15.67,123.03125
13.45,15.96,11.33,13.73,11.81,89.79,-1.4622,-0.969,0.36,21.74,122.25
17.53,23.95,11.53,20.39,9.75,60.27,-3.3327,-5.655,0.05,21.09,128.46875
21.82,27.82,15.46,23.53,7.16,38.73,-3.9506,-6.702,0,17.78,137.03125
23.67,31.5,15.65,24.4,6.66,33.44,-3.9253,-7.442,0,18.84,135.65625
25.1,32.69,16.92,26.36,8.74,35.39,-3.854,-7.829,0,19.47,131.3125
23.86,29.67,16.64,23.71,4.33,28.12,-3.1563,-8.124,0,1.77,127
25.18,31.86,18.69,26.59,6.37,29.94,-3.0463,-7.113,0,-0.97,123.0625
26.79,31.17,22.48,27.86,10.52,36.08,-2.1016,-7.225,0,17.73,120.09375
21.67,26.03,18.62,21.6,12.65,56.48,-1.2418,-3.305,0.11,25.04,118.0625
22.06,26.01,18.64,22.61,15.97,68.35,-1.5555,-3.728,0.31,28.85,118.625
22.43,26.3,18.56,23.79,16.5,69.15,-1.5182,-3.529,0.06,28.48,128.34375
26.3,30.92,21.7,27.66,14.54,48.36,-2.6432,-6.449,0,22.2,146.8125
25.9,31.18,21.05,27.9,14.9,50.68,-2.2299,-6.279,0.01,28.41,164.65625
22.84,27.22,19.2,24.32,11.79,49.69,-2.4726,-5.614,0.01,28.74,173.6875
25.72,31.96,20.11,26.55,13.22,45.95,-2.4272,-6.098,0.01,22.52,183.46875
27.88,34.35,21.37,29.55,12.08,37.52,-2.7187,-7.311,0,19.73,200.46875
27.96,33.25,22.16,30.72,13.97,42.27,-2.2497,-7.75,0,20.6,219.59375
22.62,25.29,20.68,25.44,18.41,77.12,-1.0109,-3.026,0.06,28.77,222.78125
26.89,32.58,20.59,29.94,17.41,56.09,-2.011,-5.654,0,27.03,214.3125
28.66,35.82,21.46,30.91,8.09,27.47,-2.4323,-8.512,0,10.32,209.65625
27.26,33.93,19.84,29.07,4.23,22.82,-1.7166,-8.432,0,-9.63,207.71875
27.66,32.73,22.86,31.77,12.39,38.78,-1.466,-7.7,0,25.76,200.65625
24.21,29.58,19.54,28.34,16.27,61.21,-1.7286,-6.172,0.01,29.95,187.75
25.58,29.04,21.87,28.26,14.31,49.74,-1.7867,-6.275,0.01,23.49,173.875
23.03,26.32,19.55,25.21,15.08,60.86,-1.3799,-4.7,0.2,27.39,162.125
23.92,29.41,20.04,26.68,16.76,64.21,-2.1572,-4.948,0.02,24.78,153.1875
23.86,27.86,19.8,26.1,16.74,64.39,-1.7835,-3.877,0.03,24.63,149.78125
28.03,34.96,21.7,30.13,16.63,49.97,-2.8181,-6.669,0,20.83,153.96875
28.31,34.24,23.76,31.37,16.87,49.89,-2.4372,-7.555,0.03,26.66,159.96875
24.78,28.03,21.43,27.67,18.51,68.14,-1.6691,-4.289,0.04,28.8,160.25
22.3,26.87,18.42,25.6,18.73,80.23,-1.3815,-2.772,0.05,28.8,155.3125
19.55,20.99,18.3,22.62,15.11,75.55,-1.9886,-3.252,0.46,28.85,150.4375
20.66,23.71,19.19,21.81,17.63,82.8,-1.9287,-2.586,0.79,31.97,212.25
21.17,22.36,19.52,20.55,19.93,92.67,-1.0604,-1.006,0.36,24.65,546.625
24.26,27.73,20.94,24.75,20.41,79.1,-2.4999,-3.196,0.38,29.41,948.875
25,29.71,20.91,25.89,20.54,76.28,-3.6729,-4.679,0.07,31.82,1054.875
27.42,31.81,24.01,27.63,21.08,68.39,-4.369,-5.797,0.07,29.79,927.0625
26.41,31.74,22.15,27.2,21.57,74.73,-4.1148,-5.662,0.22,32.85,803.0625
23,28.53,19.97,24.08,20.98,88.41,-2.4347,-2.069,0.45,33.63,883.0625
26.82,31.37,21.85,26.21,22.2,75.82,-4.3781,-5.607,0.15,22.67,1096.7188
28.89,32.51,25.68,27.86,22.06,66.59,-4.6163,-6.02,0.04,27.65,1190.7188
28.09,31.63,24.39,27.88,21.28,66.55,-4.5121,-6.153,0.02,29.19,1135.0781
27.99,32.76,23.15,28.41,21.39,67.39,-4.985,-6.752,0.07,25.37,1091.5
26.13,29.7,22.75,27.62,22.25,79.21,-3.7392,-4.846,0.19,32.19,1075.125
26.81,31.47,22.74,27.54,21.39,72.19,-4.208,-5.353,0.05,29.9,1078.2969
26.42,31.92,21.73,27.22,18.51,61.81,-4.9752,-6.89,0.03,21.42,1099.1094
24.83,29.44,19.26,23.9,18.03,65.91,-3.5269,-5.049,0.09,21.38,1097.5312
25.17,31.39,19.25,24.9,14.97,53.18,-4.4707,-6.531,0,12.05,1084.0156
27.91,32.93,23.13,28.59,19.46,60.09,-3.8692,-6.13,0.03,29.68,1040.4375
27.65,32.44,22.14,28.26,18.72,58.24,-3.6436,-6.609,0.04,23.78,956.7969
27.36,32.23,22.44,28.39,18.55,58.65,-3.2626,-6.468,0.03,23.09,864.1875
28.31,32.49,24.01,29.24,18.79,56.31,-3.0335,-5.893,0.05,25.97,776.71875
28.28,32.46,24.16,30.23,19.44,58.74,-2.6072,-5.788,0.06,30.42,696.6875
26.74,29.82,23.42,27.78,19.15,63.14,-1.9308,-4.911,0.15,31.8,624.7031
27.06,31.72,23.23,28.43,19.89,64.88,-2.4056,-5.679,0.08,30.56,563.6406
27.83,32.46,22.94,29.1,19.51,60.58,-2.7113,-6.463,0.02,28.36,515.9844
28.44,33.92,23.61,30.07,18.45,54.69,-2.8692,-6.775,0.01,20.58,476.90625
29.51,34.52,23.93,31.44,17.39,48.1,-2.8994,-6.525,0,20.45,434.51562
28.91,33.92,24.65,31.42,18.67,53.95,-2.4619,-6.061,0.01,29.94,391.375
27.79,31.74,24.52,30.75,21.18,67.3,-2.2757,-5.479,0.05,33.75,352.04688
27.19,32.29,23.26,29.72,20.52,66.94,-2.6731,-5.575,0.1,33.06,322.65625
26.75,32.3,22.96,29.7,21.35,72.31,-2.8527,-4.576,0.15,32.93,329.84375
25.79,29.85,22.86,26.96,20.53,72.73,-3.0264,-4.734,0.05,31.7,413.59375
26.39,31.22,22.41,28.54,19.38,65.39,-3.2885,-5.281,0.05,33.12,580.6719
25.5,31.22,21.32,26.97,19.07,67.57,-3.2353,-5.338,0.03,32.83,805.65625
26.2,31.59,22.19,28.93,19.63,67.15,-3.4696,-5.822,0.06,32.56,989.625
24.22,27.56,21.32,28.11,20.79,81.17,-3.2413,-4.309,0.09,32.98,1036.7656
25.75,30.21,22.47,27.11,21.04,75.25,-3.2475,-4.353,0.08,32.45,1015.3594
27.29,32.09,22.42,27.38,17.38,54.71,-3.8962,-5.713,0.04,15.54,987.40625
25.16,30.41,20.77,26.2,16.08,57.11,-3.4874,-5.889,0.03,21.48,917.4375
24.87,29.03,20.54,27.26,18.16,66.29,-3.0379,-5.128,0.11,27.64,826.8594
25.41,30.64,20.75,26.8,16.29,57,-3.0416,-5.733,0.02,26.93,735.15625
25.11,30.65,19.81,27.67,17.02,60.78,-3.0039,-5.946,0.03,27.76,658.8125
25.7,31.68,21.79,28.41,16.77,57.79,-2.6861,-5.487,0.01,23.95,596.8906
20.51,26.57,16.27,22.16,15.72,74,-2.2582,-2.824,0.05,29,540.4844
18.99,22.62,16.48,19.65,16.52,85.59,-1.5452,-1.902,0.15,24.02,561
21.86,27.31,17.19,23.03,15.83,68.6,-3.1935,-4.322,0.11,20.16,690.625
23.05,28.83,18.32,24.18,16.18,65.28,-3.5305,-4.99,0,20.15,711.1406
23.7,28.1,19.81,24.48,17,66.08,-3.0231,-4.699,0.01,22.26,632.3906
24.8,30.06,20.11,25.45,17.02,61.96,-3.2941,-5.267,0.01,22.78,550.75
24.91,30.5,19.6,24.57,13.88,50.3,-3.4669,-6.184,0,16.48,490.54688
26.29,31.8,21.42,27.05,16.13,53.59,-3.2933,-5.505,0,26.5,439.76562
26.37,31.63,22.23,27.41,17.39,57.75,-2.956,-5.617,0.01,27.58,395.0625
23.23,27.3,20.5,24.05,18.3,73.8,-2.219,-3.116,0.42,33.81,367.45312
21.62,25.85,19.94,20.54,18.39,81.83,-1.8335,-1.611,0.44,29.45,467.71875
22.3,25.47,20.01,22.94,18.39,78.52,-2.4718,-3.413,0.61,28.85,732.8125
21.88,26.58,17.24,21.19,13.62,59.38,-3.365,-4.47,0.02,0.42,928.96875
20.03,26.54,13.34,19.55,10.23,53.22,-3.988,-5.792,0,-23.02,1018.1875
20.25,24.54,15,21.56,10.9,54.93,-3.5283,-5.186,0,-21.92,991.65625
21.12,25.42,16.84,20.85,11.83,55.36,-2.7609,-4.166,0,5.79,905.7344
16.97,22.05,10.71,17.15,4.54,43.69,-3.2053,-5.927,0,-7.4,803.8125
15.87,22.22,9.44,16.27,5.26,49.26,-2.6898,-4.932,0,-2.77,707.5625
16.49,23.21,10.32,17.81,5.04,46.65,-2.7617,-4.689,0,-19.82,623.3594
18.6,22.15,12.73,19.21,8.91,53.26,-1.5974,-3.153,0,8.74,552.46875
18.34,21.17,15.16,17.55,9.03,54.55,-1.2714,-2.893,0.03,21.62,495.03125
19.76,25.61,14.46,20.81,10.77,56.11,-2.578,-5.116,0.01,22.29,456.32812
19.06,24.42,14.41,20.77,12.02,63.68,-2.4125,-4.672,0.03,20.36,427.15625
18.95,22.55,16.06,20.52,11.94,63.76,-1.7602,-3.517,0.22,20.4,405.21875
17.76,22.03,14.42,18.08,13.66,76.91,-1.2584,-1.834,0.45,23,385.4375
16.11,19.91,12.65,16.92,5.68,49.95,-1.9516,-4.008,0.01,13.27,364.98438
15.49,21.98,10.05,15.81,4,46.25,-1.9309,-3.79,0.01,2.82,340.42188
13.32,14.8,11.32,14.65,12.17,92.79,-0.9088,-0.739,0.95,25.63,313.46875
15.52,17.38,14.35,16.04,14.73,95.04,-0.5448,-0.336,0.99,27.74,298.85938
14.78,17.07,12.74,13.97,13.94,94.68,-0.4978,-0.47,0.67,14.33,325.14062
16.14,22.73,11.11,15.87,9.56,64.99,-1.8092,-2.792,0.12,13.59,367.60938
13.44,20.58,6.19,13.09,-0.72,37.65,-2.6867,-4.83,0,-15.79,390.90625
12.75,21.1,5.2,13.48,-0.35,40.45,-2.412,-4.205,0,-17.45,381.3125
13.74,21.45,7.61,13.82,-0.04,38.77,-2.2536,-4.268,0,-13.4,353.75
13.76,17.19,10.47,14.53,7.67,66.65,-2.0731,-2.152,0.06,25.38,324.5625
12.77,14.24,11.02,12.51,10.3,84.92,-0.9214,-0.733,0.82,19.81,316.90625
14.56,18.11,11.51,14.27,9.99,74,-1.2265,-2.083,0.45,5.45,350.125
10.69,15,6.24,10.07,8.5,86.32,-0.9765,-1.257,0.21,3.89,373
13.16,21.97,5.43,12.9,3.03,50.21,-2.4707,-3.973,0.01,-0.2,370.17188
13.18,20.26,5.92,13.25,2.1,46.92,-2.2794,-3.908,0,4.98,365.98438
11.54,17.2,5.02,11.28,-1.02,41.7,-2.0106,-4.182,0,-6.47,357.92188
11.28,18.43,5.69,11.1,0.84,48.59,-1.766,-3.526,0,-1,337.125
11.78,20.18,5.55,11.98,1.39,48.9,-1.7924,-3.414,0,-2.7,311.20312
13.44,21.47,6.93,13.29,0.08,39.88,-1.8156,-3.365,0,-7.62,289.42188
15.27,23.43,8.23,15.52,1.33,38.78,-1.9011,-4.137,0,12.44,272.46875
15.8,23.84,8.94,17.06,4.02,45.37,-1.8214,-3.881,0,19.94,259.59375
10.69,16.91,4.18,11.22,-3.79,35.95,-1.375,-3.97,0,6.4,250.33594
10.13,17.85,3.45,12.5,-3.3,38.72,-1.3894,-3.452,0,-4.36,244.39844
11.87,19.46,4.9,12.53,-4.51,31.49,-1.325,-3.511,0,-0.74,239.82812
7.98,15.23,1.56,8.28,-6.78,34.37,-1.0042,-3.585,0,-15.41,236
9.1,16.77,2.88,9.59,-5.47,35.22,-1.0506,-3.315,0,-3.55,232.09375
10.4,18.54,3.68,11.32,-4.47,34.8,-1.043,-3.146,0,6.39,228.35156
12.21,18.18,6.91,13.04,0.92,45.95,-0.946,-3.217,0.04,21.08,225.24219
13.31,19.09,8.25,14.46,2.66,48.44,-0.8638,-3.364,0.03,12.87,224.23438
12.4,18.71,6.36,13.78,3.53,54.66,-0.7244,-2.773,0.01,15.05,226.99219
12.11,18.69,6.37,13.44,4.77,60.78,-0.8833,-2.987,0.02,13.2,228.21094
10.7,17.81,4.46,12.15,0.6,49.61,-0.9292,-2.965,0,-4.71,232.08594
13.1,18.21,6.65,13.84,4.16,54.57,-0.893,-2.792,0.15,23.04,240.67188
10.11,11.77,8.73,10.36,3.95,65.55,-1.6766,-1.705,0.29,17.49,254.88281
10.84,15.13,6.6,11.35,0.01,47.08,-1.159,-3.092,0.06,8.03,322.82812
8.58,10.26,5.73,8.77,2.65,66.25,-0.4437,-1.201,0.62,13.85,450.0703
9.62,14.67,5.29,9.97,4.69,71.36,-0.7408,-1.827,0.22,11.31,518.40625
8.19,15.51,0.77,8.08,-3.24,44.34,-0.9855,-2.812,0,-9.24,506.4297
9.56,17.71,2.28,9.69,-4.79,35.94,-1.0402,-2.904,0,-4.52,465.1875
12.96,19.87,3.97,13.23,0.86,43.55,-1.0188,-2.722,0.06,10.98,422.28125
8.59,14.7,2.76,7.24,-8.51,28.87,-0.8703,-2.865,0.01,-10.4,381.34375
6.14,12.14,0.06,5.06,-10.32,29.59,-0.6464,-2.844,0,-11.43,348.66406
8.39,16.55,1.36,7.92,-7.66,31.23,-0.6689,-2.495,0,-6.84,321.98438
10.97,17.58,5.04,8.37,-6.89,27.88,-0.5668,-3.047,0,-3.03,294.75
9.76,18.33,0.52,7.97,-7.33,29.21,-0.4764,-2.96,0,-10.69,271.8672
9.74,18.16,2.24,8.32,-6.26,31.77,-0.3871,-2.872,0,-5.44,256.17188
8.9,17.21,1.38,9.17,-4.95,37.14,-0.3388,-2.372,0,7.17,245.48438
11.84,18.58,2.46,11.56,-1.9,38.31,-0.2938,-2.871,0,-10.23,237.10938
12.43,19.83,5.28,12.08,-1.45,38.13,-0.251,-3.315,0,2.97,230.35156
10.22,17.33,4.68,11.9,-0.86,46.07,-0.2594,-2.766,0.08,12.07,225.08594
3.67,5.23,2.74,3.42,-1.7,67.93,-0.4579,-0.964,0.33,2.23,221.32031
4.19,7.56,2.09,4.29,-5.28,50.08,-0.145,-1.268,0,-1.4,218.74219
4.12,8.77,1.15,4.76,-5.18,50.73,-0.2259,-1.463,0,-4.02,216.80469
5.08,9.02,0.32,5.54,-6.16,44.05,-0.2568,-1.455,0,-1.38,214.98438
6.08,13.99,0.02,6.12,-3.4,50.6,-0.3489,-2.134,0,-5.66,212.99219
5.85,13.44,-0.44,5.95,-6.34,41.14,-0.3674,-2.038,0,-5.61,210.82812
3.26,5.27,-0.12,3.53,0.15,80.04,-0.3695,-0.353,0.54,8.99,208.73438
2.29,8.27,-1.68,2.46,-0.76,80.21,-0.388,-1.007,0.2,-11.08,206.92969
4.1,11.42,-1.79,4.77,-1.5,66.87,-0.4484,-1.55,0.02,-5.04,205
6.07,13.56,-1.59,6.29,-1.86,56.79,-0.5116,-1.968,0.07,3.62,202.92188
5.83,8.58,3.75,6.51,2.03,76.6,-0.4306,-0.739,0.88,17.47,200.88281
2.4,6.37,-3.63,2.25,-6.21,52.98,-0.4678,-1.305,0.04,6.08,199.14844
0.65,3.91,-3.66,1.67,-10.01,44.7,-0.4126,-1.506,0.08,-1.24,198.35156
1,5.13,-3.25,0.96,-5.41,62.24,-0.3268,-1.229,0.09,-10.94,197.5
0.77,6.76,-4.52,0.85,-11.41,39.63,-0.4507,-1.531,0,-9.8,195.85938
2,9.6,-4.03,1.57,-6.66,52.64,-0.4267,-1.571,0,-12.41,193.9375
2.25,7.89,-4.49,1.56,-11.53,35.28,-0.4522,-1.734,0,-6.75,192.01562
-0.97,4.78,-6.66,-1.5,-14.81,34.12,-0.3421,-1.467,0,-21.4,190.24219
1.4,7.79,-6.66,0.78,-8.57,47.41,-0.2849,-1.231,0,-14.73,188.49219
1.07,9.43,-5.61,0.44,-10.17,42.8,-0.3251,-1.332,0,-20.68,186.77344
2.11,9.33,-5.67,0.74,-10.74,37.99,-0.2823,-1.138,0,-5.7,185.07812
3.44,12.36,-3.88,2.42,-8.8,40.27,-0.3482,-1.478,0,-14.17,183.38281
4.11,10.06,-2.12,2.64,-14.86,23.63,-0.3774,-2.025,0,-21.67,181.6875
2.52,9.17,-3.28,1.18,-14.32,27.63,-0.2995,-1.383,0,-9.31,180.375
2.81,10.28,-3.99,1.46,-9.17,40.91,-0.2563,-1.333,0,-6.4,180.15625
3.55,11.32,-4.26,1.98,-9.13,38.94,-0.2208,-1.19,0,-0.56,180.59375
2.82,8.6,-2.6,2.15,-9.38,40.21,-0.1738,-1.209,0,1.28,179.69531
5.43,11.33,-2.98,5.62,-4.66,48.15,-0.161,-1.414,0.17,10.18,177.36719
2.61,7.25,-3.57,2.03,-13.35,29.7,-0.19,-1.333,0.2,-3.88,174.78906
-1.32,2.5,-6.2,-1.92,-19.82,22.96,-0.176,-1.703,0,-12.75,172.57031
-3.02,-0.67,-6.47,-1.37,-16.85,33.52,-0.1223,-1.188,0.07,-9.2,170.76562
-2.29,2.49,-7.87,-1.63,-14.12,39.8,-0.1271,-1.223,0.02,-5.2,169.22656
-7.99,-4.23,-12.62,-6.44,-23.59,27.31,-0.0743,-1.237,0,-31.77,167.74219
-12.52,-8.55,-16.98,-10.07,-27.91,26.39,-0.0556,-0.993,0,-42.48,166.25
-11.1,-9.04,-17.09,-8.31,-27.2,25.14,-0.037,-0.881,0.03,-23.3,164.82031
-7.1,-2.67,-10.93,-6.55,-17.68,42.59,-0.0444,-0.918,0.01,-6.89,163.39844
-6.98,-1.53,-13.71,-5.96,-18.73,38.57,-0.0462,-0.873,0,-20.93,161.92188
-12,-6.89,-16.8,-10.92,-25.77,30.78,-0.0357,-0.868,0,-49.05,160.375
-8.72,-3.05,-16.58,-8.16,-22.31,32.36,-0.0516,-0.845,0,-40.03,158.82812
-5.57,-1.47,-13.91,-6.08,-21.28,27.79,-0.0469,-0.808,0,-19.44,157.28125
-2.59,2.88,-10.03,-3.06,-16.88,32.37,-0.0622,-1.054,0,-5.88,155.6875
-2.58,3.02,-7.61,-4.08,-15.29,36.94,-0.0542,-1.03,0,-11.4,154.0625
-1.14,6.45,-7.96,-2.91,-14.79,34.61,-0.0655,-1.022,0,-14.19,152.40625
-1.41,5.46,-7.17,-2.62,-15.7,32.73,-0.0706,-0.941,0,-14.35,150.76562
-0.25,6.88,-7.09,-1.97,-17.4,26.08,-0.0723,-0.985,0,-17.07,149.17188
-1.51,4.5,-6.54,-2.71,-16.45,30.99,-0.0562,-0.901,0,-10.06,147.64062
0.27,5.96,-5.62,-1.19,-14.34,32.41,-0.0572,-0.941,0.07,-7.76,146.15625
-1.59,0.79,-5.42,-1.4,-14.95,35.3,-0.0459,-0.973,0,-10.04,144.67188
-2.8,2.19,-9.42,-3.51,-17.85,30.29,-0.0529,-1.218,0,-9.65,143.20312
-8.16,-4.24,-11.92,-6.75,-24.82,24.76,-0.0497,-1.01,0,-21.32,141.82812
-3.9,0.45,-12.06,-4.22,-17.4,34.19,-0.0604,-0.947,0,-12.65,140.5
-5.45,0,-9.85,-5.65,-21.39,27.27,-0.0583,-1.129,0,-19.63,139.17188
-5.29,1.64,-11.17,-4.35,-22.14,25.23,-0.071,-1.013,0,-10.98,137.8125
-11.1,-5.88,-16.18,-9.26,-29.08,21.12,-0.0446,-1.028,0,-28.61,136.40625
-13.53,-9.82,-16.7,-11.59,-30.21,23.07,-0.0373,-0.851,0,-45.37,135.03125
-12.77,-7.11,-16.78,-11.11,-29.55,23.09,-0.0452,-0.867,0,-44.44,133.6875
-7.67,-2.42,-16.84,-7.1,-23.07,27.91,-0.0605,-0.993,0,-10.44,132.40625
-7.9,-1.46,-13.12,-8.04,-18.39,42.62,-0.0506,-0.871,0.26,-24.42,131.10938
-8.07,-2.51,-14.09,-8,-19.19,40.37,-0.0557,-0.831,0,-21.29,129.8125
-5.22,1.5,-12.47,-5.14,-14.43,48.33,-0.0645,-1.047,0,-9.78,128.5
-5.95,-0.72,-11.66,-5.09,-14.68,50.06,-0.0541,-0.805,0,-12.13,127.203125
-5.85,-1.63,-11.72,-5.09,-20.27,31,-0.0556,-0.935,0,-12.05,125.90625
-6,-0.01,-10.93,-5.59,-15.64,46.41,-0.0453,-0.978,0,-8.61,124.625
-4.72,1.19,-9.43,-3.72,-12.49,54.51,-0.0829,-0.832,0,-17.25,123.359375
-4.96,0.39,-11.33,-4.87,-19.54,30.83,-0.0735,-1.29,0,-14.11,122.078125
-5.45,-1.75,-11.38,-5.82,-19.51,32.1,-0.059,-0.959,0.01,-12.71,120.828125
-5.18,-1.51,-8.59,-5.73,-12.39,56.9,-0.0414,-0.778,0.21,-7.77,119.625
-5.18,-0.25,-10.7,-5.2,-11.52,61.01,-0.0604,-0.805,0,-14.77,118.453125
-5.59,1.23,-11.05,-6.43,-13.48,53.71,-0.0682,-0.829,0,-29.12,117.328125
-5.08,2.91,-11.42,-5.93,-14.55,47.32,-0.075,-1.035,0,-32.05,116.21875
-2.86,3.95,-12.11,-3.36,-15.62,36.72,-0.0779,-1.008,0,-23.33,115.078125
-3.13,3.77,-11.46,-3.07,-18.36,29.74,-0.0877,-1.448,0,-27.99,113.890625
-9.93,-6.93,-14.99,-8.66,-28.23,20.82,-0.0481,-0.972,0,-37.25,112.71875
-8.37,-2.76,-15.06,-7.72,-26.31,22,-0.0737,-1.074,0,-10.36,111.5625
-4.7,1.71,-13.4,-4.76,-21.15,26.32,-0.0841,-1.081,0,-24.52,110.46875
-3,1.92,-8.57,-2.99,-19.91,25.79,-0.0816,-1.262,0,-10.8,109.34375
-3.81,2.01,-8.87,-3.57,-18.2,31.7,-0.0707,-1.159,0,-3.94,108.21875
-7.07,-1.81,-13.11,-7.41,-21.69,30.09,-0.0672,-1.272,0,-35.56,107.0625
-5.34,1.81,-13.37,-6.65,-19.15,32.83,-0.0707,-1.117,0,-33.68,105.9375
-3.46,5.13,-11.72,-4.46,-17.4,33.06,-0.0859,-1.057,0,-37.92,104.90625
-1.54,7.01,-11.53,-3.19,-20.83,21.37,-0.0972,-1.15,0,-40.29,103.90625
-0.01,3.39,-8.5,0.28,-18.82,22.73,-0.0734,-0.972,0.02,6.64,102.84375
-0.48,4.24,-7.05,-0.81,-13.39,36.98,-0.067,-0.985,0.09,0.59,101.78125
-0.29,4.51,-7.04,0.38,-9.28,50.65,-0.0711,-1.279,0.09,4.73,100.71875
-1.78,2.7,-7.49,-2.04,-18.14,27.43,-0.0784,-1.445,0,-31.54,99.6875
-1.89,2.69,-7.85,-1.68,-25.34,14.69,-0.084,-1.276,0,-17.81,98.6875
0.49,5.62,-4.21,-0.95,-16.7,26.24,-0.0804,-1.297,0,-11.17,97.6875
-2.25,3.29,-7.98,-1.26,-14.83,37.43,-0.072,-1.367,0.26,2.81,96.65625
